   ,HOST_EXT_ID,WT_A_1_WGT,WT_A_2_WGT,WT_A_3_WGT,WT_A_4_WGT,WT_A_5_WGT,WT_A_6_WGT,WT_A_7_WGT,WT_F_1_WGT,WT_F_2_WGT,WT_F_3_WGT,WT_F_4_WGT,WT_F_5_WGT,WT_F_6_WGT,WT_F_7_WGT,WT_P_1_WGT,WT_P_2_WGT,WT_P_3_WGT,WT_P_4_WGT,WT_P_5_WGT,WT_P_6_WGT,WT_P_7_WGT,WT_A_1_CUBE,WT_A_2_CUBE,WT_A_3_CUBE,WT_A_4_CUBE,WT_A_5_CUBE,WT_A_6_CUBE,WT_A_7_CUBE,WT_F_1_CUBE,WT_F_2_CUBE,WT_F_3_CUBE,WT_F_4_CUBE,WT_F_5_CUBE,WT_F_6_CUBE,WT_F_7_CUBE,WT_P_1_CUBE,WT_P_2_CUBE,WT_P_3_CUBE,WT_P_4_CUBE,WT_P_5_CUBE,WT_P_6_CUBE,WT_P_7_CUBE
101,S-6663,8195.6973,9485.5429,9174.5203,0,10302.959,9360.7901,9303.8919,0,2903.2393,0,2939.7958,1731.8565,3253.006,2495.1911,0,7088.7474,7840.0099,0,10730.3695,7573.7256,10457.865,426.6135,533.8545,593.9902,0,652.6728,566.1761,559.776,0,223.9574,0,215.732,129.0437,243.3537,174.5383,0,446.8206,552.4404,0,734.5645,532.6574,705.5073
102,S-6665,0,14894.6109,4272.72,9255.4062,7193.1698,11019.027,12006.0607,0,2928.9393,0,2387.7046,2309.2088,4011.3115,2041.8269,7318.7301,11699.3417,6490.5798,9678.4291,8515.8051,13964.0495,0,0,1010.7948,274.9998,568.6801,449.2248,689.3653,612.4477,0,230.0416,0,191.287,182.7067,312.8177,146.9346,448.5044,825.0269,402.2588,654.2521,532.706,958.1351,0
103,S-939,8265.3176,8768.8037,0,17155.0708,9970.1674,14336.6427,0,4283.9644,0,5011.4798,0,0,5238.9566,0,8080.6824,8621.4349,12947.6771,0,10565.9411,7726.3336,11406.5672,480.8233,524.6889,0,1251.1399,702.6016,845.8793,0,323.5788,0,364.253,0,0,387.708,0,489.4956,546.5467,795.7481,0,666.6661,529.6842,719.9626
104,S-948,0,14631.8255,12820.0425,0,10156.7543,0,10267.2268,0,2924.3192,2645.6584,0,4089.2434,0,2796.2555,8979.079,10695.2996,0,10402.6507,16033.1192,10447.0312,5524.9696,0,865.4505,905.2175,0,653.9709,0,624.9324,0,246.2087,211.5659,0,310.2592,0,218.4092,591.6864,694.8422,0,657.1478,1044.345,725.3768,384.9701
105,S-972,14449.9953,0,13665.2525,0,14795.2373,11085.5095,10944.265,3900.9643,4435.9811,0,5995.3793,3989.1166,5435.9083,0,16458.2359,11994.0485,5954.1995,7824.0785,21438.5884,16860.4871,17611.6221,997.858,0,766.7511,0,844.4004,681.486,671.2419,285.5697,332.4995,0,440.6278,328.1456,398.8573,0,1104.5689,836.8267,369.7317,551.3308,1416.2939,1158.1008,1145.3125
106,S-980,9531.5376,7938.3662,0,15137.935,20832.7054,14187.9473,8590.4279,3975.6949,4368.0762,4815.9998,0,6634.3371,5135.3137,5140.62,15095.0738,11723.9995,0,16265.5701,16700.9973,16957.037,7402.921,591.4836,468.2675,0,1108.341,1314.991,822.2673,511.5483,335.4204,350.0333,363.3841,0,470.6882,390.7929,396.9616,987.8481,731.2885,0,1031.5092,1093.3653,1110.1426,509.0781
107,S-983,0,14941.0354,8354.7063,0,11554.5341,11126.8611,11210.4533,0,4691.6606,3454.9189,0,5187.1011,3133.1669,4515.9312,0,8086.0622,15520.042,0,19932.0975,18666.4056,20460.8854,0,1001.3649,478.6732,0,711.291,677.193,701.4897,0,360.7999,267.7937,0,374.3572,239.2058,334.8097,0,534.178,1097.7936,0,1411.5335,1323.6645,1415.83
108,S-165,5913.5994,6143.8667,8832.7466,0,6840.1428,7644.2181,0,0,2220.6259,0,3125.7201,2043.2811,0,2539.2292,0,4385.4499,6042.0135,0,7873.4432,4228.8193,8911.1625,357.0405,388.015,586.5425,0,494.6611,494.6406,0,0,157.3101,0,225.7834,147.5854,0,172.7571,0,272.6074,380.9761,0,498.4165,267.6642,552.8222
109,S-24,7288.9065,4387.5235,3232.4845,9261.6942,4757.6996,7737.5454,0,2123.3908,816.0187,1482.6432,2107.769,1312.8406,2558.8252,0,7888.6337,4255.4288,5480.4681,6394.5921,6277.1649,7105.0332,0,445.586,262.1765,221.4315,589.5107,331.5839,474.5214,0,153.9638,60.1997,123.1189,157.684,93.2133,183.9602,0,538.0023,325.3871,353.1656,447.4746,436.6954,486.0602,0
110,S-6662,0,12211.7441,10159.6597,11689.6574,5805.1473,10098.5599,6819.5487,0,3590.108,3105.7697,0,4160.9014,0,3454.8626,7512.0854,12386.9183,4360.4393,8038.2183,5526.2737,14091.2942,7587.8623,0,707.6374,555.7665,788.0201,453.5373,582.2939,435.3992,0,315.1936,252.9669,0,339.658,0,287.1529,436.3708,831.4973,286.1301,502.8535,371.6656,1011.6669,522.7223
111,S-6667,0,14545.6514,2005.9075,9403.899,12494.3916,12553.2994,12146.4291,0,3442.4,0,3188.9566,2971.0697,3635.4486,3791.8019,12759.0225,12612.1434,8220.6688,9543.0205,8740.9662,13593.0154,0,0,1012.574,137.0883,601.1129,694.9965,776.1757,746.4547,0,270.0993,0,256.2938,259.4666,288.71,314.4603,868.5075,882.2131,497.8566,632.2326,543.8174,977.8628,0
112,S-7615,1922.6427,1184.3749,1983.042,1948.3215,2274.1084,2104.7867,0,657.4945,0,205.8558,690.8037,631.3736,0,0,2634.0749,2576.3469,2730.0967,3375.6498,2078.1308,3257.5145,0,116.8108,71.082,106.3061,122.4785,135.7747,130.213,0,54.1172,0,13.0637,56.334,59.8306,0,0,165.6242,168.5506,172.5083,205.9098,111.8424,208.4223,0
113,S-903,9771.0249,11931.5002,0,19658.9161,9790.1021,12659.2774,8828.8717,4528.94,0,5015.9928,0,0,5964.1663,0,9111.8934,13782.306,8658.7554,12147.764,8146.8767,11496.6741,15770.228,561.5809,723.5623,0,1477.0458,650.9005,766.3798,556.4714,337.6749,0,367.4594,0,0,436.4784,0,604.1325,839.5349,589.601,716.8761,580.5664,713.2073,985.15
114,S-910,0,8843.6768,11616.266,0,8283.8717,5662.1882,11936.4723,3708.9865,0,2022.9563,3447.5712,5422.519,3454.4717,0,0,10354.7376,10146.8397,10402.0824,4599.079,7318.1358,12749.7028,0,530.0155,767.5411,0,505.9228,325.3191,787.5482,270.197,0,106.6461,251.1078,376.2626,243.4034,0,0,642.9309,584.5624,623.7747,255.1056,502.4291,790.4108
115,S-957,8744.2196,18355.0645,13352.3585,0,11029.564,12629.6454,8963.1599,0,3189.8252,2502.3115,4272.6815,2436.1722,0,4254.6423,12433.8241,10222.757,9587.3591,0,12255.3113,6524.5061,9525.0834,516.1634,1082.0013,976.3417,0,707.2305,709.1382,574.9628,0,230.4758,148.9549,301.3241,180.5019,0,301.3664,795.0842,616.3717,588.3812,0,773.7024,420.7664,598.9686
116,S-965,11753.0228,13907.185,9601.1558,0,11859.2592,2899.8325,8954.317,0,4827.9172,4094.0079,0,5254.5131,2349.7081,3985.9674,0,13406.4017,12831.1186,4335.8022,6016.8621,8854.6405,13697.3027,809.0877,756.721,598.0476,0,711.5681,212.486,530.4566,0,414.6717,322.7757,0,392.0045,180.8321,324.4627,0,891.0582,848.0119,283.5031,433.2045,604.5433,916.3421
117,S-967,13653.6495,0,23061.0129,0,18448.5507,15166.3887,15113.7508,0,6842.9341,5436.07,8373.3892,9092.9151,5914.4769,7260.1143,22405.6591,16058.659,19853.5079,6322.4531,23809.575,12450.5772,0,861.6914,0,1562.8327,0,1087.3496,924.3535,879.0824,0,550.4415,411.6526,617.3541,663.4786,481.7917,565.422,1494.3485,1058.4576,1284.0267,457.3184,1518.7938,862.4883,0
118,S-969,13591.6407,19342.6075,16874.4214,0,11114.0962,16421.0294,10033.6933,5491.0976,0,3158.69,4352.4554,2871.6518,5001.0321,0,12344.4537,14742.4165,0,12394.9258,7718.4565,16269.3323,0,755.9829,1325.4419,1163.6824,0,707.1785,886.0464,641.1923,416.7014,0,259.4472,320.2335,216.1477,361.1231,0,776.9527,929.4476,0,758.9686,466.6689,1038.8384,0
119,S-984,10504.8309,11245.9234,10570.4922,10838.4702,8175.4811,10655.3487,14619.7212,3250.6217,3516.402,2933.0776,4672.0656,2825.9878,4321.3406,0,8159.2199,11133.2923,7188.0355,8885.3572,6320.485,9768.3779,13402.9251,618.2899,683.4097,845.2379,694.1469,516.6119,628.5142,892.7665,243.6948,261.0995,177.0636,344.9001,225.5108,319.9313,0,543.6797,689.7179,489.8824,533.45,434.1546,604.6586,818.6064
120,S-988,12918.4277,8902.9046,0,15244.7864,11895.9622,12458.9873,0,0,3395.1751,3361.9205,0,5068.027,0,3500.7254,10908.6966,8382.1982,0,13401.9768,18853.1734,14911.2064,0,761.0152,620.4899,0,1023.1129,593.7118,697.1567,0,0,298.3808,261.1528,0,374.2006,0,274.0876,702.2079,562.7258,0,827.529,1198.9818,994.7539,0
121,S-143,0,9942.4371,0,8497.8515,0,9086.8561,3210.2041,2522.9957,2943.5064,0,3613.8322,2640.0557,3551.0983,2690.1156,7555.1344,8219.5091,4029.198,10943.4418,0,11072.6198,5162.3744,0,623.5191,0,479.2333,0,561.3581,216.9345,205.5948,216.318,0,263.3238,196.4891,252.7574,207.6199,508.042,518.9396,265.2943,709.0722,0,729.6349,321.1815
122,S-2208,10829.3577,15170.2581,16232.5901,0,16053.5011,11297.2488,13050.8518,0,5653.1358,0,0,6106.0123,0,4604.3255,9476.0326,19595.1616,0,11935.7038,20387.6965,12224.3354,15559.4748,639.0161,1054.9756,1148.7455,0,931.4261,600.4622,794.2889,0,405.6494,0,0,432.5177,0,335.4485,617.1167,1219.3917,0,752.2486,1297.5012,805.9356,956.2524
123,S-6632,9535.0579,7975.6907,0,13286.5175,12264.9934,10425.1487,16861.5318,0,2357.7227,3834.035,0,4787.7837,4969.0378,4050.042,9054.9609,15827.5643,13198.3563,0,15860.6049,9481.4521,12895.7294,658.4695,469.565,0,894.2673,814.7645,626.2392,1092.5931,0,211.1651,293.6167,0,364.9129,362.0917,313.205,685.7368,1130.3417,869.2304,0,1094.388,555.463,873.9295
124,S-6661,0,12755.6943,4994.0886,12066.8881,13765.0114,11774.55,6066.5789,0,4004.5441,3671.0441,0,4511.9827,2888.9513,4178.7672,6845.0008,13120.8167,4560.2637,11550.2729,9556.1157,14410.9229,0,0,705.9347,312.2142,794.0174,950.374,728.1553,311.9641,0,338.8587,297.5199,0,353.8821,248.3941,334.9948,405.0895,895.5689,287.0849,779.6153,581.1921,999.0166,0
125,S-928,2089.6889,11560.6271,0,14273.1033,6584.4276,6170.7297,9506.0076,0,4115.9886,3393.2446,5374.009,2912.0675,0,4671.2364,14228.9834,10602.9952,11759.3959,0,14409.6258,0,10082.5808,125.6782,685.486,0,1058.4583,424.8532,379.3431,633.8038,0,308.0493,252.6483,387.6893,223.7625,0,347.0023,914.8676,629.6102,744.1853,0,898.0114,0,650.3064
126,S-949,8362.8251,8466.9162,0,8354.635,5417.5882,8449.8811,0,0,2542.0168,2908.8372,0,3294.6644,0,2544.9929,6721.8424,9716.8925,0,9998.1508,10121.2331,10068.4241,3597.8283,532.9442,620.6687,0,529.7643,451.8667,537.2207,0,0,211.4759,227.2015,0,250.8131,0,196.4567,428.0264,635.5629,0,664.5839,699.9111,686.4315,244.0126
127,S-953,0,16978.2418,0,11907.0941,14667.8216,12015.4542,17028.1076,5893.2249,3548.9987,0,6413.2154,3823.6598,6166.5985,0,22785.1117,12994.8769,0,24995.0333,27406.9037,23280.4735,8253.77,0,944.8086,0,717.6563,991.7807,751.5441,1015.1101,459.8808,274.196,0,504.3641,316.2377,491.4622,0,1547.871,890.7257,0,1718.707,1785.8267,1611.5472,565.4757
128,S-963,13324.8143,12410.5433,15988.8804,0,10923.8487,8472.9742,0,4140.1921,0,4660.2187,0,0,5243.4351,0,9040.081,9012.624,12834.2604,0,10730.0343,8734.493,17131.3939,794.2849,912.1883,1207.4164,0,702.7141,476.4383,0,311.7973,0,349.9187,0,0,388.5719,0,587.138,562.5321,797.5792,0,676.0983,603.7359,1010.4021
129,S-966,13929.6709,0,10986.8302,0,15139.1313,9455.8956,12504.6799,4613.5203,5248.4742,6075.4142,0,6483.0974,5070.9751,4505.0014,15770.4799,14962.7559,10605.143,4720.9756,5879.464,10576.5777,4361.8083,968.4735,0,708.7625,0,955.7669,522.3327,720.2136,363.602,396.8798,444.5918,0,494.4651,385.7344,372.494,1043.8512,971.0317,644.9563,325.7245,437.1016,716.263,299.7212
130,S-977,0,10404.8104,11909.4609,0,15279.3276,14679.5454,12824.0635,0,4725.1398,4463.1455,0,6299.8003,2582.1399,4857.0054,9870.4742,10296.1819,12042.2665,0,17955.701,13722.9911,13465.7608,0,649.5391,943.9753,0,941.0041,952.2097,799.0578,0,368.6089,340.1959,0,463.9408,200.7822,365.4905,634.9448,668.417,800.7911,0,1187.0945,851.197,902.425
131,S-996,0,9626.1839,10294.7237,0,11438.7046,5296.9596,11569.5025,0,4181.9273,0,0,4545.6634,0,3924.0044,9551.7975,8540.5701,11741.2509,0,14701.524,0,12566.1284,0,731.0468,652.0409,0,680.3382,283.4183,777.5058,0,301.9868,0,0,333.9949,0,284.8892,662.4421,498.4782,732.9876,0,945.3914,0,761.0044
132,S-9210,0,0,0,0,0,578.0525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
