"   ","HOST_EXT_ID","WT_A_1_WGT","WT_A_2_WGT","WT_A_3_WGT","WT_A_4_WGT","WT_A_5_WGT","WT_A_6_WGT","WT_A_7_WGT","WT_F_1_WGT","WT_F_2_WGT","WT_F_3_WGT","WT_F_4_WGT","WT_F_5_WGT","WT_F_6_WGT","WT_F_7_WGT","WT_P_1_WGT","WT_P_2_WGT","WT_P_3_WGT","WT_P_4_WGT","WT_P_5_WGT","WT_P_6_WGT","WT_P_7_WGT","WT_A_1_CUBE","WT_A_2_CUBE","WT_A_3_CUBE","WT_A_4_CUBE","WT_A_5_CUBE","WT_A_6_CUBE","WT_A_7_CUBE","WT_F_1_CUBE","WT_F_2_CUBE","WT_F_3_CUBE","WT_F_4_CUBE","WT_F_5_CUBE","WT_F_6_CUBE","WT_F_7_CUBE","WT_P_1_CUBE","WT_P_2_CUBE","WT_P_3_CUBE","WT_P_4_CUBE","WT_P_5_CUBE","WT_P_6_CUBE","WT_P_7_CUBE"
"83","S-959","0","101691.5857","0","59895.1165","0","81775.2362","48033.8202","0","0","32212.808","0","30413.6589","0","30301.8723","63685.5479","77719.7463","0","77381.2443","0","71923.2905","38653.2401","0","7169.8517","0","3659.5247","0","5127.0934","3290.5564","0","0","2442.8657","0","2225.2513","0","2269.8815","5147.6068","5159.602","0","6336.0308","0","4623.3606","2797.8185"
"84","S-975","0","85748.5576","99851.5195","0","103731.8081","0","96107.0197","0","0","37303.7446","0","33569.9587","0","34183.6818","75729.6173","80794.4125","0","109486.2437","0","99655.7927","0","0","5799.566","7722.9059","0","7079.3288","0","5967.4413","0","0","2922.3652","0","2471.9554","0","2620.3178","5373.5935","5334.8591","0","7632.7618","0","6935.3275","0"
"85","S-979","91673.1635","105229.0264","101921.6107","0","254271.7451","0","158712.8274","0","69474.3819","0","0","83623.0914","0","60991.9723","217868.8453","154142.8985","241398.0346","0","309715.4051","0","211342.5842","5529.1434","6685.9232","6057.9254","0","17675.5894","0","9844.0268","0","5417.9517","0","0","6538.4253","0","4873.7944","14959.562","10856.815","16639.1117","0","22832.6467","0","15565.7645"
"86","S-989","91664.8397","81373.4196","111524.9952","0","139541.5603","97258.2477","76122.124","33059.9992","0","50308.898","0","52497.5117","0","34975.0634","139686.9263","94156.7381","128400.5921","81602.2578","159269.5874","105699.6733","133166.766","5631.8947","4789.1768","7360.4355","0","10313.2599","5898.0534","4738.5734","2708.3737","0","3770.1725","0","3840.9396","0","2696.5435","9678.8419","5987.6536","8353.3028","5727.7499","10325.0997","7780.5512","9018.2286"
"87","S-990","167295.6409","223567.7887","0","357517.2949","0","247753.1727","182721.188","0","96756.6957","0","0","97762.8251","0","94112.3611","259444.6329","377928.1764","0","219499.5624","166882.1575","252800.4176","270519.3281","9952.6349","14096.2143","0","26735.5634","0","17318.7912","11419.9802","0","7174.5042","0","0","7320.5161","0","7136.0999","17352.7373","25900.5284","0","14426.7104","12089.7915","17181.6956","19461.6686"
"88","S-104","0","0","90070.7442","0","67826.7832","0","51537.347","0","0","27648.328","0","27100.7108","0","22436.1611","0","44622.4904","62565.1246","0","96499.7603","0","77657.9361","0","0","6093.0662","0","4379.9977","0","2944.8793","0","0","2103.026","0","2032.7542","0","1750.987","0","3060.9274","4294.3992","0","6706.4463","0","5543.1492"
"89","S-124","27808.7538","0","0","49839.9893","0","36568.6575","0","0","0","15154.2206","0","18496.0681","0","11138.7786","31366.3855","18264.7059","0","46371.1952","0","49271.2951","0","1750.1906","0","0","3548.7604","0","2479.2205","0","0","0","1154.6431","0","1316.9044","0","800.9238","2165.3333","1271.2156","0","3050.7096","0","3599.9661","0"
"90","S-126","71626.2738","0","0","71090.3065","0","59834.844","0","0","0","24713.6291","0","23354.6898","0","22183.7052","52771.8468","42114.6966","0","57444.0183","0","67904.9736","0","4099.1048","0","0","4869.7927","0","3722.0457","0","0","0","1853.7092","0","1746.3346","0","1582.7912","3677.4739","2670.5813","0","3952.7335","0","6011.5858","0"
"91","S-149","67927.1705","0","0","100808.007","0","69722.8764","0","0","0","30742.2159","0","36321.8177","0","25350.5853","67697.3795","45717.4576","0","82500.4952","0","90091.7543","0","3925.7806","0","0","6382.924","0","4638.9885","0","0","0","2317.5517","0","2541.9164","0","1804.5529","4541.317","2979.787","0","5439.0284","0","6003.3008","0"
"92","S-164","0","0","56492.8628","0","54211.7678","0","51980.6658","0","0","15957.787","0","23098.6905","0","22706.9862","13921.9605","0","33965.9253","7355.2336","49694.3224","19814.2406","53875.4218","0","0","3828.4879","0","3444.0374","0","3157.4334","0","0","1210.9771","0","1650.4988","0","1707.0465","1133.6732","0","2268.8422","586.029","3551.7422","1586.6666","3443.3867"
"93","S-21","58769.1608","22787.55","0","58603.4866","0","57086.8628","0","9772.1173","8537.768","0","10730.3096","0","11213.2918","0","45934.5789","44368.2796","0","37599.3573","0","56837.098","0","3732.2733","2068.1669","0","3588.8353","0","3904.8302","0","743.9391","654.5622","0","784.9075","0","850.0121","0","3361.1973","3459.7333","0","2904.8822","0","4477.8538","0"
"94","S-219","0","53957.3396","0","0","50729.4683","0","52630.3585","16689.7986","0","0","15321.9339","0","19277.8722","0","65698.208","0","20775.4248","54049.3195","0","72320.2933","0","0","3722.0846","0","0","2943.6944","0","3563.1839","1253.1984","0","0","1204.8872","0","1443.5491","0","4623.6229","0","1480.6712","3786.6162","0","5427.072","0"
"95","S-2218","149646.6639","0","223686.913","0","207723.0755","0","177392.0864","68768.6788","0","77470.2489","0","0","88283.1281","0","175363.3971","222753.1406","0","222553.6865","0","215653.6723","147017.3055","9289.0203","0","14809.9953","0","13646.7273","0","11268.5583","5174.9676","0","5747.6028","0","0","6522.8557","0","11070.5346","14584.8244","0","15173.8741","0","14340.4028","10835.8452"
"96","S-2249","0","0","166972.0481","0","131581.6796","0","173702.6441","58051.4735","0","0","43757.9161","0","52119.4965","0","137057.7685","182160.5334","0","158021.5824","0","138505.1608","124511.6789","0","0","11379.614","0","8194.5769","0","11395.0767","4217.4353","0","0","3396.9791","0","4001.8995","0","9730.6498","12886.296","0","11033.7232","0","9601.1301","9210.1527"
"97","S-23","0","0","38841.178","0","38513.3731","0","30056.9881","0","0","10556.0107","0","0","0","12784.3046","0","0","29326.5811","0","36165.0524","0","40096.6377","0","0","2702.7403","0","2350.5362","0","1811.5169","0","0","836.3171","0","0","0","973.7526","0","0","2038.135","0","2549.9877","0","3233.5814"
"98","S-47","0","0","77467.0398","0","49159.8093","0","50981.6902","0","0","16234.3786","0","14832.5332","0","12912.6219","0","0","56977.7338","0","58620.1677","0","48067.6169","0","0","5155.3479","0","2916.4307","0","3244.3528","0","0","1353.2884","0","1174.933","0","1052.4454","0","0","4264.1537","0","4335.9989","0","3499.2836"
"99","S-6622","0","23751.2414","23457.8183","0","26307.5575","0","19007.1641","0","7555.1391","0","5729.9488","0","8770.9186","0","20538.2293","25651.6302","24309.0712","0","33523.927","0","29676.0479","0","1467.4716","2030.9476","0","1810.3708","0","1243.9325","0","618.5473","0","443.2709","0","697.6675","0","2236.149","1458.0891","2004.9368","0","2315.2303","0","2329.7606"
"100","S-6663","0","7284.8655","20829.6466","0","18175.0995","0","18877.1086","0","6340.7636","0","6257.7761","0","6285.5723","0","0","16540.9727","17205.8589","0","20749.7513","0","24011.0851","0","405.4106","1652.9173","0","1247.8758","0","1150.3306","0","500.0808","0","465.1926","0","467.5139","0","0","1066.2375","1292.2243","0","1396.2771","0","2050.5479"
"101","S-6665","0","35440.2781","3276.6442","19424.9933","0","20454.0216","0","0","7330.6466","0","4207.0236","0","5535.0911","0","18558.6304","24133.1009","6554.5922","21542.8879","0","26997.248","0","0","3036.8883","141.4178","1189.3759","0","1260.1722","0","0","585.3491","0","340.7139","0","441.2992","0","1405.3002","1769.3441","423.5928","1716.5941","0","1933.7229","0"
"102","S-939","155185.4823","133394.3006","0","257544.6286","0","163606.1986","0","54227.0782","0","75207.2891","0","0","86783.2188","0","121823.9702","131776.0692","203928.0308","0","189200.0469","132561.6007","186264.0608","9204.092","7798.5683","0","18619.9124","0","10655.6541","0","4022.9082","0","5545.7619","0","0","6444.1727","0","8304.7488","8560.9131","14297.8221","0","12560.2192","9408.1667","12545.9512"
"103","S-948","0","0","75739.295","0","73007.0589","0","66224.5811","0","0","20521.6318","0","23085.9206","0","15372.1442","53846.9905","60695.7412","0","69267.3227","0","79591.2525","34240.344","0","0","5590.8971","0","4640.6396","0","4069.2963","0","0","1616.4945","0","1673.1878","0","1197.6512","3905.5003","4137.9169","0","5494.1969","0","6694.2277","2428.3645"
"104","S-972","61342.3919","0","45343.0861","0","68526.8033","0","53889.6124","0","23070.7606","0","31196.1818","0","26076.6132","0","0","61742.8714","20753.4452","49425.0017","101472.2413","0","85526.6726","4392.1387","0","2524.0352","0","4108.0599","0","3386.3922","0","1818.2673","0","2239.3348","0","1958.8012","0","0","4635.0645","1328.4917","4421.5878","7117.4028","0","5997.2692"
"105","S-980","51698.2409","51369.6338","0","120350.4865","0","89797.2783","47473.7172","0","0","40285.3779","0","42250.4351","0","37311.6506","99415.9898","75628.8456","0","110177.6725","0","128823.118","51680.373","3301.1725","2994.4824","0","8851.9267","0","5774.6236","2913.8665","0","0","2956.0393","0","3054.9249","0","2791.6606","6953.8788","5014.7265","0","7887.1098","0","8623.269","3913.4162"
"106","S-983","0","78295.7949","36138.4095","0","68424.2598","0","45329.0793","0","0","22785.912","0","27309.6086","0","21683.5572","0","43227.1304","71665.3189","0","102337.8185","0","99373.9027","0","5727.4196","2017.1749","0","4313.8733","0","3259.3591","0","0","1698.0913","0","1933.3635","0","1574.3411","0","3023.2807","5502.307","0","7785.5047","0","7652.6633"
"107","S-165","111557.0201","0","129299.6318","0","0","129431.8435","0","0","33184.6727","0","44574.1019","0","0","37902.8258","0","72436.2252","103490.1833","0","124961.0316","0","141683.2731","7155.7197","0","8692.521","0","0","8719.7652","0","0","2325.5161","0","3143.6121","0","0","2698.8552","0","4933.353","7047.8401","0","8189.7497","0","9636.4748"
"108","S-24","36289.0573","0","0","47198.0449","0","47547.2609","0","12058.9454","0","0","9629.2751","0","16098.4061","0","47094.8662","0","0","31791.4354","0","42395.7677","0","2321.6407","0","0","3157.7442","0","3494.0582","0","920.4005","0","0","715.1407","0","1200.157","0","3217.0503","0","0","2371.1952","0","2986.4111","0"
"109","S-6662","0","24959.7167","15695.2021","25794.2049","0","12808.3401","23107.5826","0","0","8873.2949","0","7395.0476","0","7973.9209","17242.2965","25416.7079","17239.3715","24634.0513","13435.6521","28985.5216","10644.0627","0","1483.9153","717.4426","1827.0768","0","1168.1729","1448.4346","0","0","687.3137","0","647.8216","0","646.0247","1559.5583","1637.0855","1548.2623","2027.1693","921.8477","1982.4032","749.2908"
"110","S-6667","0","30051.4389","5076.278","18671.1859","0","26409.9839","0","0","6209.8222","0","7206.3074","0","6890.2027","0","25782.4547","28558.7001","4214.5117","29121.5276","0","25935.6765","0","0","2512.8558","337.8972","1198.5253","0","1865.4713","0","0","491.8055","0","602.1133","0","547.683","0","2468.3228","1977.5468","206.3378","2843.8084","0","1902.5741","0"
"111","S-7615","35920.3354","19464.1386","0","33686.2081","0","35028.0985","0","10512.6533","0","0","10974.7257","0","0","0","42780.1511","45408.1389","0","55965.069","0","51350.0611","0","2218.8215","1211.1907","0","2027.247","0","2235.4886","0","819.8928","0","0","891.8449","0","0","0","2672.5919","2842.4972","0","3463.1133","0","3181.4142","0"
"112","S-903","159379.7862","148327.1208","0","292765.7295","0","211748.7968","157367.8615","72593.0072","0","86930.273","0","0","96695.4537","0","133647.2912","197414.0046","126067.9328","181264.1514","150667.8531","196653.2441","229712.1903","9321.8883","9107.2072","0","21645.7184","0","13303.9252","10467.7025","5431.0542","0","6333.3113","0","0","7423.5781","0","9565.2706","12094.473","10033.8627","11214.8079","11417.8628","12444.9385","15515.025"
"113","S-910","0","0","188522.0063","0","133610.5862","0","186599.2034","50341.0566","0","0","57821.4819","0","52100.6091","0","0","176014.3601","0","157875.0296","0","128394.1905","216394.3921","0","0","13098.8694","0","8579.3867","0","12193.2906","3674.5115","0","0","4008.9704","0","3680.3197","0","0","11212.8847","0","9723.1904","0","9417.3162","14356.322"
"114","S-957","124751.3148","0","184508.7038","0","175864.5815","0","136636.4126","0","48288.5659","0","63443.572","0","0","62584.2627","204508.9935","0","155369.5425","0","208118.8413","0","151116.6375","7756.7743","0","13415.4762","0","11931.9397","0","8502.0343","0","3546.915","0","4516.4037","0","0","4436.7397","14296.8508","0","10508.6126","0","13684.8984","0","10660.5784"
"115","S-965","55511.0027","0","36479.4187","0","65352.3014","0","50705.8507","0","0","22961.4812","0","32168.4644","0","20894.7496","0","0","81469.1603","21525.6887","28531.8232","113885.2501","76590.4978","3915.4073","0","2174.5993","0","4015.0603","0","3027.8263","0","0","1860.9743","0","2368.194","0","1601.5077","0","0","7014.3602","1294.9147","2367.1644","8858.4246","5609.2348"
"116","S-967","81980.0223","0","63079.8979","0","102881.9425","0","76570.2064","0","0","32281.538","0","45431.4222","0","35226.9677","133040.4713","0","120211.2547","64460.1982","0","140322.2613","0","5199.3467","0","3933.8325","0","6602.2673","0","4692.0784","0","0","2538.449","0","3312.653","0","2828.7342","10471.7818","0","9368.0239","5132.2412","0","10804.9489","0"
"117","S-969","182964.735","0","262924.8599","0","194334.1737","0","164269.7142","85893.8735","0","0","60165.2229","0","79803.7439","0","172577.0226","219799.8717","0","183462.8272","0","241577.5817","0","11258.9329","0","18046.102","0","12505.449","0","10428.1133","6618.0214","0","0","4479.9129","0","5899.1704","0","11341.2486","14565.0104","0","11936.7281","0","16183.1463","0"
"118","S-984","0","175729.2776","174434.8228","155836.9636","0","172652.9734","179570.2034","50887.1696","50832.1455","0","71488.8806","0","70584.9436","0","106584.84","166818.843","105559.1211","151841.7294","126031.4116","186649.7146","197665.441","0","10439.8657","13622.9893","10443.9451","0","10572.7945","11622.666","3879.237","3787.1698","0","5156.4163","0","5269.2785","0","7519.142","10899.6871","7693.6997","9660.8344","9144.4168","12133.2658","13776.0138"
"119","S-988","84991.7584","0","0","111218.9526","0","70985.2559","0","0","0","28402.7036","0","31203.8537","0","22962.0996","69499.2363","40986.6014","0","83869.7305","0","98381.3286","0","5373.6033","0","0","7867.8786","0","4543.92","0","0","0","2080.3467","0","2415.3883","0","1677.1506","4931.7699","2901.3662","0","5393.4756","0","6698.7441","0"
"120","S-143","0","68606.8156","0","54482.994","0","64756.797","0","0","24483.5372","0","24330.4491","0","23377.6389","0","55993.1994","49363.4756","0","81671.7067","0","78204.8346","0","0","4807.5534","0","2971.7254","0","3991.7011","0","0","1841.2477","0","1777.7457","0","1736.3013","0","4036.914","3102.5077","0","6031.8175","0","5255.7972","0"
"121","S-2208","154401.1543","0","266202.8079","0","230258.7044","0","175605.5067","0","86720.7233","0","0","84941.0132","0","82483.647","138682.5351","290065.7522","0","198782.538","352871.432","0","211460.4048","9426.757","0","16931.2812","0","13880.1832","0","11652.4648","0","6136.657","0","0","6039.3158","0","5890.5551","9478.2152","18706.2879","0","13031.696","23328.9978","0","13874.8023"
"122","S-6632","15948.1594","10517.2498","48013.2112","5461.8649","17917.0944","568.3767","17520.7434","2582.3907","965.3962","14728.5189","611.0655","24973.1551","1041.7815","13316.5613","23906.4356","4740.9684","28232.7339","4538.3886","45256.271","15776.5516","36275.5353","1031.8932","619.3341","3068.4548","430.8094","968.3135","52.2838","1401.6385","183.0369","63.6283","1082.6812","39.8417","1737.7583","88.8912","880.1702","1961.851","450.6234","1928.0895","279.5332","3657.7764","1063.8093","2709.9666"
"123","S-6661","0","22606.8329","4702.0403","21506.6007","0","28305.7762","0","0","0","8285.8303","0","6908.3881","0","8563.5752","17437.4718","31193.5576","4836.7091","24405.3969","0","27596.9142","0","0","1396.8307","300.3671","1554.6242","0","1869.2593","0","0","0","651.9301","0","558.707","0","683.4189","1368.2169","2280.5558","281.4758","2117.1872","0","1931.9843","0"
"124","S-928","0","142212.3373","0","192011.7103","114054.5345","96289.0406","153871.7392","0","56285.3523","0","75380.1171","0","0","74006.9371","223462.6044","0","172262.9237","0","243351.8429","0","160903.5137","0","8710.1302","0","14778.7979","7663.7261","5897.5872","9603.8011","0","4137.8392","0","5481.2692","0","0","5386.9583","15615.2801","0","11903.1122","0","16321.4754","0","10995.047"
"125","S-949","43980.7371","52955.9236","0","43693.5987","0","54535.5277","0","0","0","21123.404","0","16411.803","0","14538.0237","43650.726","57043.5221","0","54944.8826","0","58395.3075","30545.9208","2636.4798","4104.3205","0","2849.6652","0","3591.4286","0","0","0","1631.5104","0","1209.627","0","1103.078","3248.1408","4020.2177","0","3867.8343","0","4149.31","2689.2104"
"126","S-953","0","91075.7204","0","53076.7528","65214.273","0","90857.195","37305.2656","0","0","31403.6589","0","36822.2332","0","123543.7086","66052.7393","0","110635.0982","0","124571.2828","49593.0994","0","5765.5034","0","3555.8896","4488.5767","0","5511.1748","2883.1936","0","0","2559.6131","0","2855.4928","0","8723.1161","5049.9644","0","8065.135","0","8920.6737","3600.9179"
"127","S-963","201850.8695","0","248048.2506","0","175774.4569","147103.2013","0","68067.6058","0","75591.1878","0","0","78982.0757","0","129899.0473","167088.0301","276712.3522","0","177424.9304","144519.5738","259294.3027","12120.3964","0","16856.2793","0","11470.7294","9323.8988","0","5059.852","0","5490.1952","0","0","5928.1921","0","8833.9776","10413.5733","18406.6687","0","11283.1663","9969.4379","16541.6053"
"128","S-966","74610.2136","0","40249.2745","0","79588.4277","0","60826.131","0","0","32179.5795","0","37651.0887","0","26811.8507","87593.2538","0","79979.4636","19625.233","35079.3619","117112.0517","0","5260.6439","0","2541.5959","0","5202.2605","0","3911.6971","0","0","2407.9483","0","2848.7425","0","2055.686","6997.3726","0","6216.7873","1347.4316","3250.6661","9266.4867","0"
"129","S-977","0","78168.7647","81895.3801","0","74610.5145","0","68298.3328","0","0","30813.5199","0","31534.7674","0","32192.6001","62402.342","60677.3051","68711.532","0","104505.1881","0","82871.4235","0","5239.3826","6178.4899","0","5076.2277","0","4439.0222","0","0","2376.8578","0","2320.99","0","2297.7376","4104.6993","4012.5155","4796.6557","0","7320.7103","0","5894.3625"
"130","S-996","0","158618.591","142028.3941","0","176512.7866","0","164396.2097","0","69689.0629","0","0","69699.8103","0","55629.2411","139752.7814","133604.3683","190011.3186","0","238985.6972","0","173377.4969","0","12104.7977","9110.8009","0","11330.448","0","11094.9039","0","5036.2986","0","0","5280.2054","0","4224.1857","10586.9363","8155.891","12322.7131","0","16161.4091","0","11506.0449"
"131","S-9210","0","0","0","0","0","9237.621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3655.0083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
